,IE_XML_ID,IE_NAME,IE_ID,IE_ACTIVE,IE_ACTIVE_FROM,IE_ACTIVE_TO,IE_PREVIEW_PICTURE,IE_PREVIEW_TEXT,IE_PREVIEW_TEXT_TYPE,IE_DETAIL_PICTURE,IE_DETAIL_TEXT,IE_DETAIL_TEXT_TYPE,IE_CODE,IE_SORT,IE_TAGS,IP_PROP25,IP_PROP106,IP_PROP28,IP_PROP272,IP_PROP239,IP_PROP328,IP_PROP240,IP_PROP26,IP_PROP270,IP_PROP27,IC_GROUP0,IC_GROUP1,IC_GROUP2,City
86,14794,Двери России,14794,Y,,,,,text,/upload/iblock/aa1/9vxcqh9204bbzw73o1a3mkfdbg8hqauj.jpg,,text,dveri-rossii2,500,,"ул. Гагарина, 111А",,14792.0,,2927,,с 9:00 до 19:00 ,79020101166,otdel,"53.704146418687,91.408703656583",,,,Абакан
87,14795,Двери России,14795,N,,,,,text,,,text,dveri-rossii1,500,,"ул. Мира, 28",,14792.0,,2927,,,79016004009,shop,"53.707606896921,91.428730517054",,,,Абакан
88,14796,Двери России,14796,Y,,,,,text,/upload/iblock/339/s2pt37oq2dgllr5y58fjvc8xxwy23rum.jpg,,text,dveri-rossii,500,,"ул. Торосова, 15",,14792.0,,2927,,c 10:00 до 19:00,73902305090,shop,"53.741531710103,91.421889220648",,,,Абакан
89,14796,Двери России,14796,Y,,,,,text,/upload/iblock/339/s2pt37oq2dgllr5y58fjvc8xxwy23rum.jpg,,text,dveri-rossii,500,,"ул. Торосова, 15",,14792.0,,2927,,c 10:00 до 19:00,79527494804,shop,"53.741531710103,91.421889220648",,,,Абакан
90,14797,Хорошие двери,14797,N,,,,,text,/upload/iblock/cf0/xryazy31vt88aka8dq3x1x0ysvw26eob.jpg,,text,khoroshie-dveri,500,,"ул. Некрасова, 41",,14792.0,,2927,,с 10:00 до 19:00 ,73902202520,shop,"53.729567791317,91.415961538059",,,,Абакан
91,14797,Хорошие двери,14797,N,,,,,text,/upload/iblock/cf0/xryazy31vt88aka8dq3x1x0ysvw26eob.jpg,,text,khoroshie-dveri,500,,"ул. Некрасова, 41",,14792.0,,2927,,с 10:00 до 19:00 ,79509645339,shop,"53.729567791317,91.415961538059",,,,Абакан
92,14799,Двери Сибири,14799,Y,,,,,text,/upload/iblock/e7b/cag4p2kjcjo6ly5ge5aq03wnk6j6v7a2.jpg,,text,dveri-sibiri,500,,"ул. Балтийская, 90",,14798.0,,2814,,c 09:00 до 20:00,73852259595,shop,"53.337342138757,83.662127617839",,,,Барнаул
93,14800,STUDIO DOORS,14800,Y,,,,,text,/upload/iblock/aaf/jb958xbn2f8tvgih7lp6v8x520glcmoz.jpg,ТВК Республика,text,studio-doors,500,,"ул. проспект Космонавтов, 6г",,14798.0,,2814,,c 10:00 до 20:00,79635247508,shop,"53.39075493718,83.734756198214",,,,Барнаул
94,14802,DVERNOY,14802,Y,,,,,text,/upload/iblock/13b/miduklbgjgjo2elu4tt5xkgarcat2dw8.jpeg,,text,Biysk,500,,"ул. Емельяна Пугачева, 21",,14801.0,,2816,,с 9:00 до 19:00 ,+73854555522,shop,"52.501340647709,85.139094605446",,,,Бийск
95,14802,DVERNOY,14802,Y,,,,,text,/upload/iblock/13b/miduklbgjgjo2elu4tt5xkgarcat2dw8.jpeg,,text,Biysk,500,,"ул. Емельяна Пугачева, 21",,14801.0,,2816,,с 9:00 до 19:00 ,+79635006298,shop,"52.501340647709,85.139094605446",,,,Бийск
96,14803,DVERNOY Мегамаркет,14803,Y,,,,,text,,,text,dvernoy-megamarket,500,,"ул. Иркутская, 1/35",,14801.0,,2816,,09:00 до 18:00,79365006289,shop,"52.545499876206,85.202748479557",,,,Бийск
97,14803,DVERNOY Мегамаркет,14803,Y,,,,,text,,,text,dvernoy-megamarket,500,,"ул. Иркутская, 1/35",,14801.0,,2816,,09:00 до 18:00,79635006291,shop,"52.545499876206,85.202748479557",,,,Бийск
98,14804,DVERNOY Premium,14804,Y,,,,,text,,,text,dvernoy-premium,500,,"ул. Советская, 206",,14801.0,,2816,,09:00 до 18:00,79365752002,shop,"52.516181523924,85.17677009545",,,,Бийск
99,14806,АНДООРА,14806,Y,,,,,text,/upload/iblock/4f9/vepom1r97te80lm769p1ssvc0a0yn179.PNG,,text,andoora,500,,"ул. Кирова, 64",,14805.0,,2680,,09:00 до 18:00,79234955550,shop,"53.756848084626,87.148884169295",,,,Новокузнецк
100,14808,ДВЕРИ.РУ,14808,N,,,,,text,,,text,dveri-ru,500,,"ул. проспект Металлургов, 5",,14805.0,,2680,,09:00 до 18:00,79235125550,shop,"53.748823079279,87.117789847328",,,,Новокузнецк
101,14809,Фирменный салон Albero,14809,Y,,,,,text,/upload/iblock/c2e/7eivrxu1fu3kvf4etwilg1jh7jownj07.jpeg,,text,firmennyy-magazin-albero_msk_2,400,,"ТК Люблинское поле, Тихорецкий бульвар, 1 стр. 2А, секция А-014",,11110.0,,101,,,74954450398,salon,"55.677589315375,37.781003440924",,,,Москва
102,14810,Империя дверей ,14810,N,,,,,text,,,text,imperiya-dverey-,500,," ул. Калужское шоссе, 4 строение 3 ",,11110.0,,19,,,79037734141 ,shop,"55.607417919176,37.486889246257",,,,Москва
103,14811,Империя дверей ,14811,N,,,,,text,,,text,imperiya-dverey_1,500,,"ул. Калужское шоссе, 4 строение 13",,11110.0,,19,,,79035884141,shop,"55.612346277807,37.48884017365",,,,Москва
104,14812,Империя дверей ,14812,N,,,,,text,,,text,imperiya-dverey_2,500,,"ТЦ Славянский стан, ул. Калужское шоссе, 4 строение 3",,11110.0,,19,,,74992816321,shop,"55.607391641387,37.486913758665",,,,Москва
105,14813,Дверка,14813,N,,,,,text,,,text,dverka,500,,"ул. Люблинская, 96",,11110.0,,19,,,74997556412,shop,"55.656977803747,37.73958946649",,,,Москва
106,14814,магазин дверей Doors777,14814,N,,,,,text,,,text,magazin-dverey-doors777,500,,"ТЦ Квадратный метр, ул. Волгоградский проспект, 32, корпус 25",,11110.0,,101,,,74951508005,shop,"55.720822057001,37.697381335646",,,,Москва
107,14815,магазин дверей Doors-МК,14815,N,,,,,text,,,text,magazin-dverey-doors-mk,500,,"ТК Конструктор, МКАД, 25-й километр, вл 1",,11110.0,,101,,,74994508565,shop,"55.583481542122,37.711522301745",,,,посёлок Совхоза имени Ленина
108,14816,Салон дверей,14816,N,,,,,text,,,text,salon-dverey,500,,"ТК Бухта, ул. Дмитровское шоссе, 165, к1",,11110.0,,19,,,79164483637,shop,"55.91416950603,37.540879804045",,,,Москва
109,14817,Двери Белоруссии,14817,N,,,,,text,,,text,dveri-belorussii,500,,"БЦ Румянцево, Киевское шоссе 22 км вл.4, ст 2а, ",,11110.0,,19,,,74991104940,shop,"55.634643268841,37.437067586333",,,,деревня Румянцево
110,14818,Двери Белоруссии,14818,N,,,,,text,,,text,dveri-belorussii_1,500,,"Ленинградское шоссе, 25",,11110.0,,101,,,74991104940,shop,"55.827968598937,37.489531594664",,,,Москва
111,14819,Двери Белоруссии,14819,N,,,,,text,,,text,dveri-belorussii_2,500,,"ТК Люблинское поле, ул. Тихорецкий бульвар, 1 стр 2а",,11110.0,,101,,,74991104940,shop,"55.678785075152,37.781828004271",,,,Москва
112,14820,Двери Эко,14821,Y,,,,,text,,,text,dveri-eko,500,,"г. Железнодорожный, ТЦ СтройПарк, ул. Пригородная, 92",,14861.0,,189,,09:00 до 18:00,74957998373,shop,"55.724677373374,37.987460033961",,,,Балашиха
113,Naro-Fominsk,Империя дверей ,14823,Y,,,,,text,,,text,imperiya-dverey_3,500,,"г. Наро-Фоминск, Строительный рынок Старт, ул. Московская, 34",,14861.0,,250,,09:00 до 18:00,79036132474,shop,"55.376209961269,36.762670887418",,,,Наро-Фоминск
114,14825,Фирменный салон Albero,14825,Y,,,,,text,,,text,firmennyy-salon-albero_tv_1,500,,"ТЦ Тандем, ул. Октябрьский проспект, 70",,14824.0,,663,,09:00 до 18:00,79646732777,otdel,"56.813994907249,35.876423938884",,,,Тверь
115,Krasnogorsk,Салон дверей,14827,Y,,,,,text,,,text,salon-dverey_2,500,,"г. Красногорск, пос. Нахабино, ул. Советская, 115",,14861.0,,237,,09:00 до 18:00,74994090770,shop,"55.844470124743,37.20364907007",,,,рабочий посёлок Нахабино
116,Istra,Магазин №1 двери в Истре,14829,Y,,,,,text,,,text,magazin-1-dveri-v-istre,500,,"г. Истра, ТЦ Истра Гранд ул. Московская. 56",,14861.0,,225,,09:00 до 18:00,79256860061,shop,"55.903869013581,36.896416113272",,,,Истра
117,Yegoryevsk,Салон дверей,14831,Y,,,,,text,,,text,salon-dverey_3,500,,"г. Егорьевск, Строительный рынок Хозяин, ул. Александра Невского, 2",,14861.0,,220,,09:00 до 18:00,79858728392,shop,"55.375849515964,39.035566456446",,,,Егорьевск
118,14833,Мирадвери,14834,Y,,,,,text,,,text,miradveri,500,,"г. Мытищи, ТЦ Красный Кит, Строй ярмарка, ул. Шараповский проезд, вл 2",,14861.0,,248,,09:00 до 18:00,74993943746,shop,"55.916653982236,37.758868295103",,,,Мытищи
119,14833,Мирадвери,14835,Y,,,,,text,,,text,miradveri_1,500,,"г. Мытищи, Стройдвор Яуза, ул. Осташковское шоссе вл1Б ст. 40",,14861.0,,248,,09:00 до 18:00,79257826405,shop,"55.901841659231,37.680494544249",,,,деревня Челобитьево
120,Tomilino,Салон дверей,14837,Y,,,,,text,,,text,salon-dverey_1,500,,"г. Томилино, ул. Новорязанское шоссе 25-й км, 16",,14861.0,,244,,09:00 до 18:00,79261408608,shop,"55.635224824645,37.926183654758",,,,рабочий посёлок Томилино
121,Kolomna,Салон дверей КЛАССИК,14842,Y,,,,,text,,,text,salon-dverey-klassik_1,500,,"г. Коломна, ул. Яна Грунта, 3 ",,14861.0,,202,,09:00 до 18:00,74966185551 ,shop,"55.10073351558,38.757849739677",,,,Коломна
122,14844,Двери Питер,14844,N,,,,,text,,,text,dveri-piter_1,500,,"ТЦ Централ, ул. Мебельная, 2а",,14843.0,,102,,09:00 до 18:00,79119341032,shop,"59.990168545832,30.250239787754",,,,Санкт-Петербург
123,14845,Двери Питер,14845,Y,,,,,text,,,text,dveri-piter,500,,"Мебельный центр Круиз, ул. Комендантский проспект, 4 к2",,14843.0,,102,,09:00 до 18:00,78123853399,shop,"60.002143963566,30.266083985191",,,,Санкт-Петербург
124,14845,Двери Питер,14845,Y,,,,,text,,,text,dveri-piter,500,,"Мебельный центр Круиз, ул. Комендантский проспект, 4 к2",,14843.0,,102,,09:00 до 18:00,79818980363,shop,"60.002143963566,30.266083985191",,,,Санкт-Петербург
125,14847,Русские гвозди,14847,Y,,,,,text,,,text,russkie-gvozdi,500,,"ул. Грабцевское шоссе, 4б",,14846.0,,375,,09:00 до 18:00,74842909100,shop,"54.521157121466,36.284540245776",,,,Калуга
126,14848,Русские гвозди,14848,Y,,,,,text,,,text,russkie-gvozdi_1,500,,"ул. Гагарина, 8",,14846.0,,375,,09:00 до 18:00,74248909101,shop,"54.511424556857,36.23766805976",,,,Калуга
127,14850,Декор Престиж,14850,Y,,,,,text,,,text,dekor-prestizh_6,500,,"ул. Вспольинское поле, 11б",,14849.0,,764,,09:00 до 18:00,74852671137,shop,"57.619170304325,39.838460046202",,,,Ярославль
128,14851,Декор Престиж,14851,Y,,,,,text,,,text,dekor-prestizh_5,500,,"ТЦ Тандем, ул. Полушкина Роща, 9 строение 14",,14849.0,,764,,09:00 до 18:00,74852780757,shop,"57.656879974155,39.865253134966",,,,Ярославль
129,14853,Декор Престиж,14853,Y,,,,,text,,,text,dekor-prestizh_4,500,,"ул. Плеханова, 33",,14852.0,,787,,09:00 до 18:00,74855204460,shop,"58.044147183792,38.829984095481",,,,Рыбинск
130,14854,Декор Престиж,14854,Y,,,,,text,,,text,dekor-prestizh_3,500,,"ул. Труда,  93",,14852.0,,787,,09:00 до 18:00,79206537421,shop,"58.032741540763,38.815398670645",,,,Рыбинск
131,14856,Галерея Дверей,14856,Y,,,,,text,,,text,galereya-dverey_3,500,,"ул. Заозерный проезд, 4 ",,14855.0,,1062,,09:00 до 18:00,79523055154,shop,"64.541662455218,39.843113948441",,,,Северодвинск
132,Kolomna,Апельсин,14860,Y,,,,,text,,,text,apelsin,500,,"г. Коломна, ул. Озерский, 1",,14861.0,,202,,09:00 до 18:00,74966100006,shop,"55.071924651518,38.756284080237",,,,Коломна
133,14862,Апельсин,14862,Y,,,,,text,,,text,apelsin_12,500,,"г. Воскресенск,  ул. Фединская, 14/1",,14861.0,,215,,09:00 до 18:00,74964447979,shop,"55.312717397973,38.629012563653",,,,село Федино
134,Bronnitsy,Апельсин,14864,Y,,,,,text,,,text,apelsin-ka_11,500,,"г. Бронницы, ул. Каширский переулок, 68",,14861.0,,182,,09:00 до 18:00,74964644404,shop,"55.415795906931,38.24385460034",,,,Бронницы
135,12231,Апельсин,14866,Y,,,,,text,,,text,apelsin-ka_12,500,,"ул. Есенина, 13",,14865.0,,556,,09:00 до 18:00,74912240220,shop,"54.626121219588,39.766473949394",,,,Рязань
136,12231,Апельсин,14866,Y,,,,,text,,,text,apelsin-ka_12,500,,"ул. Есенина, 13",,14865.0,,556,,09:00 до 18:00,74912502020,shop,"54.626121219588,39.766473949394",,,,Рязань
137,14868,Апельсин,14868,Y,,,,,text,,,text,apelsin_17,500,,"Верхняя, 50",,14865.0,,556,,09:00 до 18:00,74912950148,shop,"54.610677812443,39.779448555421",,,,Рязань
138,14868,Апельсин,14868,Y,,,,,text,,,text,apelsin_17,500,,"Верхняя, 50",,14865.0,,556,,09:00 до 18:00,74912950149,shop,"54.610677812443,39.779448555421",,,,Рязань
139,14869,Апельсин,14869,Y,,,,,text,,,text,apelsin_16,500,,"ул. Шабулина проезд, 24б",,14865.0,,556,,09:00 до 18:00,74912950395,shop,"54.658104273484,39.664462140849",,,,Рязань
140,14869,Апельсин,14869,Y,,,,,text,,,text,apelsin_16,500,,"ул. Шабулина проезд, 24б",,14865.0,,556,,09:00 до 18:00,74912950340,shop,"54.658104273484,39.664462140849",,,,Рязань
141,14871,Апельсин,14871,Y,,,,,text,,,text,apelsin_15,500,,"ул. Островского, 109/2",,14865.0,,556,,09:00 до 18:00,74912248289,shop,"54.615913890946,39.690888026685",,,,Рязань
142,14872,Апельсин,14872,Y,,,,,text,,,text,apelsin_14,500,,"Окружная дорого 185 км, 1 к3",,14865.0,,556,,09:00 до 18:00,74912240220,shop,"54.645865909171,39.640698596239",,,,Рязань
143,14872,Апельсин,14872,Y,,,,,text,,,text,apelsin_14,500,,"Окружная дорого 185 км, 1 к3",,14865.0,,556,,09:00 до 18:00,749125022020,shop,"54.645865909171,39.640698596239",,,,Рязань
144,14873,Апельсин,14873,Y,,,,,text,,,text,apelsin_13,500,,"ул. Новаторов, 2",,14865.0,,556,,09:00 до 18:00,74912240220,shop,"54.636885503379,39.651877090602",,,,Рязань
145,Barnaul,Знак,15509,Y,,,,,text,/upload/iblock/b9a/x1365fphruzf9j3201g75tq5hqlyt5bs.jpg,,text,znak,500,,"проспект Строителей, 94  Гипермаркет Знак",,14798.0,,2814,,с 09:00 до 20:00,73852364080,otdel,"53.341207430091,83.745144377796",,,,Барнаул
146,Rubcovck,Практик,15511,Y,,,,,text,,,text,praktik_2,500,,"ул. Алтайская, 114",,15510.0,,2818,,09:00 до 18:00,73855760769,shop,"51.543877673555,81.235729607626",,,,Рубцовск
147,Rubcovck,Практик,15511,Y,,,,,text,,,text,praktik_2,500,,"ул. Алтайская, 114",,15510.0,,2818,,09:00 до 18:00,79130997251,shop,"51.543877673555,81.235729607626",,,,Рубцовск
148,Rubcovck,Практик,15512,Y,,,,,text,,,text,praktik_1,500,,"с. Топчиха, ул. Ленина, 58",,15510.0,,2814,,09:00 до 18:00,"73855729426, ",shop,"52.817013391022,83.114264239057",,,,село Топчиха
149,Rubcovck,Практик,15512,Y,,,,,text,,,text,praktik_1,500,,"с. Топчиха, ул. Ленина, 58",,15510.0,,2814,,09:00 до 18:00,79132692767,shop,"52.817013391022,83.114264239057",,,,село Топчиха
150,Rubcovck,Практик,15513,Y,,,,,text,,,text,praktik,500,,"ул. Октябрьская, 18",,15510.0,,2822,,09:00 до 18:00,738557675 40,shop,"53.717566886457,84.964587677843",,,,Заринск
151,Rubcovck,Практик,15513,Y,,,,,text,,,text,praktik,500,,"ул. Октябрьская, 18",,15510.0,,2822,,09:00 до 18:00,79231608370,shop,"53.717566886457,84.964587677843",,,,Заринск
152,Arhangelsc,Галерея Дверей,15627,N,,,,,text,,,text,galereya-dverey_2,500,,"ТЦ На окружной, ул. Окружное шоссе, 13 ",,14857.0,,1064,,,78182276080,shop,"64.558497420254,40.578365722486",,,,Архангельск
153,15629,Царь Дверей,15629,Y,,,,,text,,,text,tsar-dverey_2,500,,"ул. Сумская, 8/1",,15628.0,,305,,09:00 до 18:00,79056775525,shop,"50.603401628284,36.560061057027",,,,Белгород
154,15630,Шикарные двери,15632,Y,,,,,text,,,text,shikarnye-dveri_3,500,,"ул. Раахе, 54",,15630.0,,1020,,10:00 до 19:00,79210602020,shop,"59.101238083462,37.928955203419",,,,Череповец
155,15634,Шикарные двери,15635,Y,,,,,text,/upload/iblock/16a/8bac7la4c0owxqs2zvodma0gq4d2vh8i.JPG,,text,shikarnye-dveri_4,500,,"ул.Окружное шоссе, 24",,15634.0,,1021,,с 10:00 до 19:00,79315007050,shop,"59.195972656569,39.824964426931",,,,Вологда
156,15634,Шикарные двери,15636,Y,,,,,text,,,text,shikarnye-dveri_13,500,,"ТЦ Мебельград, ул. Петина, 4 ",,15634.0,,1021,,09:00 до 18:00,78172700755,otdel,"59.213681637055,39.850826873779",,,,Вологда
157,14849,Декор Престиж,15639,Y,,,,,text,,,text,dekor-prestizh_2,500,,"Магазин Евросклад, ул. Вспольиское поле,3 ",,14849.0,,764,,09:00 до 18:00,79201381200,shop,"57.617785189026,39.844002625573",,,,Ярославль
158,14861,Апельсин Ка,15642,Y,,,,,text,,,text,apelsin-ka_10,500,,"г. Дмитров, ул. Ревякинский переулок, 2а",,14861.0,,218,,09:00 до 18:00,74962219679,shop,"56.35527569726,37.499898899375",,,,Дмитров
159,15643,Большой,15644,Y,,,,,text,,,text,bolshoy_5,500,,"ТЦ Дом мебели, ул. Индустриальная,2",,15643.0,,593,,09:00 до 18:00,79036492542,shop,"54.770488759704,32.102445378304",,,,Смоленск
160,15654,Тепло Двери,15655,Y,,,,,text,,,text,teplo-dveri_2,500,,"ул. 70 лет Октября, 25 к4 СЦ Континент, бутик 44, 2 этаж ",,15654.0,,2754,,09:00 до 18:00,73812597650,shop,"54.976839148313,73.323574568353",,,,Омск
161,15654,Тепло Двери,15655,Y,,,,,text,,,text,teplo-dveri_2,500,,"ул. 70 лет Октября, 25 к4 СЦ Континент, бутик 44, 2 этаж ",,15654.0,,2754,,09:00 до 18:00,79131405552,shop,"54.976839148313,73.323574568353",,,,Омск
162,15654,Тепло Двери,15656,Y,,,,,text,,,text,teplo-dveri_1,500,,"10 лет Октября, 182/3 ТК Кит-Интерьер, 1 этаж",,15654.0,,2754,,09:00 до 18:00,73812597650,shop,"54.988166767228,73.461994686313",,,,Омск
163,15654,Тепло Двери,15656,Y,,,,,text,,,text,teplo-dveri_1,500,,"10 лет Октября, 182/3 ТК Кит-Интерьер, 1 этаж",,15654.0,,2754,,09:00 до 18:00,79131405552,shop,"54.988166767228,73.461994686313",,,,Омск
164,15654,Тепло Двери,15657,Y,,,,,text,,,text,teplo-dveri,500,,"ул. Демьяна Бедного, 60",,15654.0,,2754,,09:00 до 18:00,73812597650,shop,"54.932352338994,73.416048858423",,,,Омск
165,15654,Тепло Двери,15657,Y,,,,,text,,,text,teplo-dveri,500,,"ул. Демьяна Бедного, 60",,15654.0,,2754,,09:00 до 18:00,79131405552,shop,"54.932352338994,73.416048858423",,,,Омск
166,14857,Шикарные двери,15658,N,,,,,text,,,text,shikarnye-dveri_1,500,,"Котлас, ул. Толстого, 2",,14857.0,,1076,,09:00 до 18:00,79212447767,shop,"61.244747681271,46.622785632213",,,,Котлас
167,14849,Декор Престиж,15659,Y,,,,,text,,,text,dekor-prestizh_1,500,,"г. Ростов, ул. Пролетарская, 86 ",,14849.0,,783,,09:00 до 18:00,79201381200,shop,"57.194015461829,39.443878047366",,,,Ростов
168,15661,Шикарные двери,15662,Y,,,,,text,,,text,shikarnye-dveri,500,,"ул. Толстого, 2 ",,15661.0,,1076,,09:00 до 18:00,79212447767,shop,"61.244690480274,46.622779913675",,,,Котлас
169,14861,Двери,15893,Y,,,,,text,,,text,dveri_1,500,,"г. Ступино, ул. Транспортная, 3",,14861.0,,292,,09:00 до 18:00,79175451587,shop,"54.896350453971,38.060326918998",,,,Ступино
170,14861,Двери,15894,Y,,,,,text,,,text,dveri,500,,"г. Кашира, ул. Иваньковское шоссе, 3 ТД Да",,14861.0,,229,,09:00 до 18:00,79152406204,shop,"54.824885306038,38.145447995562",,,,Кашира
171,14861,"Салон дверей ""Классик""",15895,Y,,,,,text,,,text,salon-dverey-klassik,500,,"г. Коломна, ул. Яна Грунта,3 ",,14861.0,,202,,09:00 до 18:00,74966185551 ,shop,"55.100785112528,38.757901802063",,,,Коломна
172,15628,Царь Двери,16096,Y,,,,,text,,,text,tsar-dveri_1,500,,"ул. Магистральная, 4Д корпус 1, ТЦ Спутник Дом",,15628.0,,305,,09:00 до 18:00,79056776155,shop,"50.569835468816,36.528964457542",,,,Белгород
173,14846,Царь Дверей,16098,Y,,,,,text,,,text,tsar-dverey,500,,"ул. 1-й Академический проезд ,5 корп. 1Д, павильон А1 (1) , ТЦ Новый Дом",,14846.0,,375,,09:00 до 18:00,74842596414,shop,"54.486837631343,36.22526622406",,,,Калуга
174,16099,Декор Престиж,16100,Y,,,,,text,,,text,dekor-prestizh,500,,"ул. Сутырина, 3 ТЦ Аксон",,16099.0,,425,,09:00 до 18:00,79502481978,shop,"57.747210665729,40.984563394108",,,,Кострома
175,14865,Апельсин Ка,16101,Y,,,,,text,,,text,apelsin-ka_9,500,,ул. Зубковой 27Б,,14865.0,,556,,09:00 до 18:00,74912950377,shop,"54.603574604669,39.812972792196",,,,Рязань
176,14647,Апельсин Ка,16102,Y,,,,,text,,,text,apelsin-ka_8,500,,"ул. Шлихтера, 5",,14647.0,,634,,09:00 до 18:00,74752700070,shop,"52.756895083932,41.410882134638",,,,Тамбов
177,14652,Апельсин Ка,16103,Y,,,,,text,,,text,apelsin-ka_7,500,,"ул. Катукова, 3А",,14652.0,,498,,09:00 до 18:00,74742507070,shop,"52.578086397828,39.53146149096",,,,Липецк
178,14859,Апельсин Ка,16104,Y,,,,,text,,,text,apelsin-ka,500,,"проспект Озерский,1 ",,14841.0,,202,,,74966100006,shop,"55.071746062772,38.756421792364",,,,Коломна
179,14861,Апельсин Ка,16105,Y,,,,,text,,,text,apelsin-ka_6,500,,"г. Воскресенск, ул. Фединская, 14/1",,14861.0,,215,,09:00 до 18:00,74964447979,shop,"55.312695116432,38.62942399025",,,,село Федино
180,14863,Апельсин Ка,16106,Y,,,,,text,,,text,apelsin-ka_2,500,,"ул. Каширский переулок, 68",,14863.0,,182,,09:00 до 18:00,74964644404,shop,"55.415816564458,38.244006648064",,,,Бронницы
181,15643,Большой,16109,Y,,,,,text,,,text,bolshoy_4,500,,"ул. Краснинское шоссе, 10А  ТЦ Большая стройка",,15643.0,,593,,09:00 до 18:00,79036491491,shop,"54.769595474835,31.994377893126",,,,Смоленск
182,16110,Большой,16111,Y,,,,,text,,,text,bolshoy_3,500,,"ул. Красноармейская, 7А",,16110.0,,620,,09:00 до 18:00,79646174391,shop,"53.942756079862,32.831427634527",,,,Рославль
183,16114,Двери плюс,16115,Y,,,,,text,,,text,dveri-plyus,500,,"ул. Московский проспект, 99",,16114.0,,792,,09:00 до 18:00,,shop,"53.209433915524,34.458307602752",,,,Брянск
184,14861,Апельсин Ка,16116,Y,,,,,text,,,text,apelsin-ka_4,500,,"г. Кашира, ул. Каширский проспект, 2",,14861.0,,229,,09:00 до 18:00,74966970017,shop,"54.841849408332,38.199922614678",,,,Кашира
185,14861,Апельсин Ка,16117,Y,,,,,text,,,text,apelsin-ka_1,500,,"г. Клин, ул. Волоколамское шоссе, 25 строение 7",,14861.0,,233,,09:00 до 18:00,74951397005 ,shop,"56.326654152451,36.699797246449",,,,Клин
186,16112,Большой,16118,Y,,,,,text,,,text,bolshoy_2,500,,4-й микрорайон,,16112.0,,592,,09:00 до 18:00,79646174392,shop,"54.150958719778,33.288165379294",,,,Десногорск
187,16113,Большой,16119,Y,,,,,text,,,text,bolshoy_1,500,,"ул.проспект Металлургов, 46 А",,16113.0,,630,,09:00 до 18:00,79605898181,shop,"55.048887879642,32.724573030472",,,,Ярцево
188,16120,Большой,16121,Y,,,,,text,,,text,bolshoy,500,,"ул. Ленина, 53 ТЦ Вязьма Молл, 1 этаж",,16120.0,,596,,09:00 до 18:00,79646174390,shop,"55.214622398311,34.302017703056",,,,Вязьма
189,42,Мир дверей,16251,Y,,,,,text,/upload/iblock/ec9/wwtp6872ghl0c7l4pfrfzlxxqxhf0cv5.PNG,,text,mir-dverey_4,500,,"1905 года переулок, 4",,42.0,,2792,,09:00 до 18:00,79131023300,shop,"56.493870848548,84.945856598873",,,,Томск
190,42,Мир дверей,16251,Y,,,,,text,/upload/iblock/ec9/wwtp6872ghl0c7l4pfrfzlxxqxhf0cv5.PNG,,text,mir-dverey_4,500,,"1905 года переулок, 4",,42.0,,2792,,09:00 до 18:00,79521501007,shop,"56.493870848548,84.945856598873",,,,Томск
191,42,Мир дверей,16251,Y,,,,,text,/upload/iblock/ec9/wwtp6872ghl0c7l4pfrfzlxxqxhf0cv5.PNG,,text,mir-dverey_4,500,,"1905 года переулок, 4",,42.0,,2792,,09:00 до 18:00,79528047274,shop,"56.493870848548,84.945856598873",,,,Томск
192,42,Мир дверей,16252,Y,,,,,text,/upload/iblock/bdf/pc2vj53kvsvhtayi8rnk02pw8cwxpt8z.PNG,,text,mir-dverey_3,500,,"ул. Иркутский тракт, 61 ",,42.0,,2792,,09:00 до 18:00,79131026600,shop,"56.506198712514,85.021635521745",,,,Томск
193,16253,Мир дверей,16254,Y,,,,,text,/upload/iblock/021/s194b3upri9zybnok73cc7ckxcg423f9.PNG,,text,mir-dvere_2,500,,"ул. Коммунистический проспект, 161",,16253.0,,2794,,09:00 до 18:00,79539227355,otdel,"56.586157945568,84.926900795947",,,,Северск
194,13441,Фирменный салон Albero,16385,Y,,,,,text,/upload/iblock/e83/2svdujfhlsbt2xsaem42d21wpal02x91.PNG,,text,firmennyy-salon-albero_10,500,,"ул. проспект 60 летия Октября, 152 ",,13441.0,,2987,,09:00 до 18:00,74212516329,salon,"48.479429934386,135.1136562439",,,,Хабаровск
195,11106,Фирменный салон Albero,16415,Y,,,,,text,/upload/iblock/b48/ex6hl2a70z91dqsjjcjkp02g1x04sy3d.jpeg,,text,firmennyy-salon-albero_ekb_1,500,,"ТЦ Wow house ул. Металлургов, 84",,11106.0,,2298,,c 10:00 до 21:00,73433828074,salon,"56.82754173942,60.508953943253",,,,Екатеринбург
196,17218,Мир дверей,17219,Y,,,,,text,/upload/iblock/289/gnq2os5j7f7jru6kq8b3yy9gvq8zyh7j.jpg,,text,mir-dverey_1,500,,"ул. проспект Мира, 42 ",,17218.0,,2317,,09:00 до 18:00,79221564411,shop,"57.915538049813,59.979329833729",,,,Нижний Тагил
